"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","HHSAV","TOT","PC_HHDI","A","2015",5.52605837659284,
"BEL","HHSAV","TOT","PC_HHDI","A","2016",5.41460568117549,
"BEL","HHSAV","TOT","PC_HHDI","A","2017",5.20785626174654,
"BEL","HHSAV","TOT","PC_HHDI","A","2018",4.83995242994347,
"DNK","HHSAV","TOT","PC_HHDI","A","2000",-5.69394234805096,
"DNK","HHSAV","TOT","PC_HHDI","A","2001",0.353706451643008,
"DNK","HHSAV","TOT","PC_HHDI","A","2002",1.41226024194005,
"DNK","HHSAV","TOT","PC_HHDI","A","2003",2.18458283978477,
"DNK","HHSAV","TOT","PC_HHDI","A","2004",-1.9064146898567,
"DNK","HHSAV","TOT","PC_HHDI","A","2005",-4.2727235207528,
"DNK","HHSAV","TOT","PC_HHDI","A","2006",-1.52567575825474,
"DNK","HHSAV","TOT","PC_HHDI","A","2007",-3.0338951750161,
"DNK","HHSAV","TOT","PC_HHDI","A","2008",-4.09924316599746,
"DNK","HHSAV","TOT","PC_HHDI","A","2009",0.65682460998064,
"DNK","HHSAV","TOT","PC_HHDI","A","2010",1.83706415835001,
"DNK","HHSAV","TOT","PC_HHDI","A","2011",0.79963499067298,
"DNK","HHSAV","TOT","PC_HHDI","A","2012",0.122214384216133,
"DNK","HHSAV","TOT","PC_HHDI","A","2013",2.33988684162496,
"DNK","HHSAV","TOT","PC_HHDI","A","2014",-2.89805753605089,
"DNK","HHSAV","TOT","PC_HHDI","A","2015",3.90863198381378,
"DNK","HHSAV","TOT","PC_HHDI","A","2016",5.61316419164871,
"DNK","HHSAV","TOT","PC_HHDI","A","2017",6.60796162857114,
"DNK","HHSAV","TOT","PC_HHDI","A","2018",6.64209173808365,
"FIN","HHSAV","TOT","PC_HHDI","A","2000",2.63346470798997,
"FIN","HHSAV","TOT","PC_HHDI","A","2001",1.88458520579214,
"FIN","HHSAV","TOT","PC_HHDI","A","2002",2.01310157136801,
"FIN","HHSAV","TOT","PC_HHDI","A","2003",1.52645817269365,
"FIN","HHSAV","TOT","PC_HHDI","A","2004",2.45377398402309,
"FIN","HHSAV","TOT","PC_HHDI","A","2005",0.508738620320335,
"FIN","HHSAV","TOT","PC_HHDI","A","2006",-1.02983954208501,
"FIN","HHSAV","TOT","PC_HHDI","A","2007",-0.703710270845339,
"FIN","HHSAV","TOT","PC_HHDI","A","2008",-0.40659352174961,
"FIN","HHSAV","TOT","PC_HHDI","A","2009",3.29088348741811,
"FIN","HHSAV","TOT","PC_HHDI","A","2010",3.26677347504982,
"FIN","HHSAV","TOT","PC_HHDI","A","2011",1.05282947922542,
"FIN","HHSAV","TOT","PC_HHDI","A","2012",0.35219987342817,
"FIN","HHSAV","TOT","PC_HHDI","A","2013",0.94750686696431,
"FIN","HHSAV","TOT","PC_HHDI","A","2014",-0.002659574468085,
"FIN","HHSAV","TOT","PC_HHDI","A","2015",-0.464174781000244,
"FIN","HHSAV","TOT","PC_HHDI","A","2016",-1.38722075426375,
"FIN","HHSAV","TOT","PC_HHDI","A","2017",-0.948217267623835,
"FIN","HHSAV","TOT","PC_HHDI","A","2018",-0.753012048192771,
"FIN","HHSAV","TOT","PC_HHDI","A","2019",0.427350427350427,
"FRA","HHSAV","TOT","PC_HHDI","A","2000",8.67369758635164,
"FRA","HHSAV","TOT","PC_HHDI","A","2001",9.37004316562427,
"FRA","HHSAV","TOT","PC_HHDI","A","2002",10.3908705553662,
"FRA","HHSAV","TOT","PC_HHDI","A","2003",9.59870818067074,
"FRA","HHSAV","TOT","PC_HHDI","A","2004",9.64876657288932,
"FRA","HHSAV","TOT","PC_HHDI","A","2005",8.50187080402661,
"FRA","HHSAV","TOT","PC_HHDI","A","2006",9.04619142592186,
"FRA","HHSAV","TOT","PC_HHDI","A","2007",9.43227066733218,
"FRA","HHSAV","TOT","PC_HHDI","A","2008",9.25110721597067,
"FRA","HHSAV","TOT","PC_HHDI","A","2009",10.5942921936619,
"FRA","HHSAV","TOT","PC_HHDI","A","2010",10.4531314479273,
"FRA","HHSAV","TOT","PC_HHDI","A","2011",9.94334367788653,
"FRA","HHSAV","TOT","PC_HHDI","A","2012",9.99733843178511,
"FRA","HHSAV","TOT","PC_HHDI","A","2013",8.5215837152381,
"FRA","HHSAV","TOT","PC_HHDI","A","2014",8.85563975396751,
"FRA","HHSAV","TOT","PC_HHDI","A","2015",8.3280675806316,
"FRA","HHSAV","TOT","PC_HHDI","A","2016",8.18294459978975,
"FRA","HHSAV","TOT","PC_HHDI","A","2017",8.12688450032761,"E"
"FRA","HHSAV","TOT","PC_HHDI","A","2018",8.37860228544106,"E"
"DEU","HHSAV","TOT","PC_HHDI","A","2000",9.33170231465679,
"DEU","HHSAV","TOT","PC_HHDI","A","2001",9.99283877860086,
"DEU","HHSAV","TOT","PC_HHDI","A","2002",10.0837980422417,
"DEU","HHSAV","TOT","PC_HHDI","A","2003",10.5514208147389,
"DEU","HHSAV","TOT","PC_HHDI","A","2004",10.6240325349695,
"DEU","HHSAV","TOT","PC_HHDI","A","2005",10.5626812040034,
"DEU","HHSAV","TOT","PC_HHDI","A","2006",10.6364854826729,
"DEU","HHSAV","TOT","PC_HHDI","A","2007",10.6954033712757,
"DEU","HHSAV","TOT","PC_HHDI","A","2008",10.911750227265,
"DEU","HHSAV","TOT","PC_HHDI","A","2009",10.3744257134917,
"DEU","HHSAV","TOT","PC_HHDI","A","2010",10.3067972157926,
"DEU","HHSAV","TOT","PC_HHDI","A","2011",10.020736030819,
"DEU","HHSAV","TOT","PC_HHDI","A","2012",9.6518936129149,
"DEU","HHSAV","TOT","PC_HHDI","A","2013",9.28901313956851,
"DEU","HHSAV","TOT","PC_HHDI","A","2014",9.83621301474942,
"DEU","HHSAV","TOT","PC_HHDI","A","2015",10.0618971733418,
"DEU","HHSAV","TOT","PC_HHDI","A","2016",10.1537648843155,
"DEU","HHSAV","TOT","PC_HHDI","A","2017",10.422559002539,
"DEU","HHSAV","TOT","PC_HHDI","A","2018",10.9535209843456,
"GRC","HHSAV","TOT","PC_HHDI","A","2000",-1.42666998388562,
"GRC","HHSAV","TOT","PC_HHDI","A","2001",-1.79995890967667,
"GRC","HHSAV","TOT","PC_HHDI","A","2002",-2.01103057120173,
"GRC","HHSAV","TOT","PC_HHDI","A","2003",0.930544036487661,
"GRC","HHSAV","TOT","PC_HHDI","A","2004",1.1547774656595,
"GRC","HHSAV","TOT","PC_HHDI","A","2005",-2.86201766162185,
"GRC","HHSAV","TOT","PC_HHDI","A","2006",-0.053997808854383,
"GRC","HHSAV","TOT","PC_HHDI","A","2007",-1.22884958209667,
"GRC","HHSAV","TOT","PC_HHDI","A","2008",-3.84109993273594,
"GRC","HHSAV","TOT","PC_HHDI","A","2009",-1.12522218932405,
"GRC","HHSAV","TOT","PC_HHDI","A","2010",-6.9005272273024,
"GRC","HHSAV","TOT","PC_HHDI","A","2011",-8.86340538074608,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2012",-10.916444309564,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2013",-16.39343469492,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2014",-13.8078605121608,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2015",-15.4661462595158,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2016",-16.9969957223223,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2017",-16.9124828695077,"E"
"GRC","HHSAV","TOT","PC_HHDI","A","2018",-15.0604128554869,"E"
"HUN","HHSAV","TOT","PC_HHDI","A","2000",4.5000510283026,
"HUN","HHSAV","TOT","PC_HHDI","A","2001",5.28199729076913,
"HUN","HHSAV","TOT","PC_HHDI","A","2002",2.85921589093725,
"HUN","HHSAV","TOT","PC_HHDI","A","2003",1.49872183167079,
"HUN","HHSAV","TOT","PC_HHDI","A","2004",5.73523868777425,
"HUN","HHSAV","TOT","PC_HHDI","A","2005",7.46008550515391,
"HUN","HHSAV","TOT","PC_HHDI","A","2006",8.01657902437727,
"HUN","HHSAV","TOT","PC_HHDI","A","2007",3.7407275665867,
"HUN","HHSAV","TOT","PC_HHDI","A","2008",3.28943156905877,
"HUN","HHSAV","TOT","PC_HHDI","A","2009",5.56875097862142,
"HUN","HHSAV","TOT","PC_HHDI","A","2010",5.9470945216995,
"HUN","HHSAV","TOT","PC_HHDI","A","2011",6.62322064969597,
"HUN","HHSAV","TOT","PC_HHDI","A","2012",4.96917488485138,
"HUN","HHSAV","TOT","PC_HHDI","A","2013",6.84764240745345,
"HUN","HHSAV","TOT","PC_HHDI","A","2014",7.46122207753112,
"HUN","HHSAV","TOT","PC_HHDI","A","2015",7.29216092591449,
"HUN","HHSAV","TOT","PC_HHDI","A","2016",7.02223131603299,
"HUN","HHSAV","TOT","PC_HHDI","A","2017",6.64144130289979,
"HUN","HHSAV","TOT","PC_HHDI","A","2018",6.88844883553673,
"IRL","HHSAV","TOT","PC_HHDI","A","2000",-3.8848578628427,
"IRL","HHSAV","TOT","PC_HHDI","A","2001",1.13571996209474,
"IRL","HHSAV","TOT","PC_HHDI","A","2002",-0.560703780969952,
"IRL","HHSAV","TOT","PC_HHDI","A","2003",0.214728362017376,
"IRL","HHSAV","TOT","PC_HHDI","A","2004",0.93721565007892,
"IRL","HHSAV","TOT","PC_HHDI","A","2005",1.53738076990646,
"IRL","HHSAV","TOT","PC_HHDI","A","2006",-0.688744619757881,
"IRL","HHSAV","TOT","PC_HHDI","A","2007",-0.970007015823145,
"IRL","HHSAV","TOT","PC_HHDI","A","2008",4.77792381212827,
"IRL","HHSAV","TOT","PC_HHDI","A","2009",9.59444105922027,
"IRL","HHSAV","TOT","PC_HHDI","A","2010",7.67951952831155,
"IRL","HHSAV","TOT","PC_HHDI","A","2011",3.80603803624356,
"IRL","HHSAV","TOT","PC_HHDI","A","2012",6.54612645150463,
"IRL","HHSAV","TOT","PC_HHDI","A","2013",4.81505302232276,
"IRL","HHSAV","TOT","PC_HHDI","A","2014",3.28416570304208,
"IRL","HHSAV","TOT","PC_HHDI","A","2015",3.87467294986736,
"IRL","HHSAV","TOT","PC_HHDI","A","2016",3.24922762417952,
"IRL","HHSAV","TOT","PC_HHDI","A","2017",5.96873004379642,
"IRL","HHSAV","TOT","PC_HHDI","A","2018",5.77890054415259,
"ITA","HHSAV","TOT","PC_HHDI","A","2000",7.36348739968529,
"ITA","HHSAV","TOT","PC_HHDI","A","2001",8.82880617429602,
"ITA","HHSAV","TOT","PC_HHDI","A","2002",9.57197292383586,
"ITA","HHSAV","TOT","PC_HHDI","A","2003",9.07515675495293,
"ITA","HHSAV","TOT","PC_HHDI","A","2004",9.48794044654526,
"ITA","HHSAV","TOT","PC_HHDI","A","2005",8.90419029792506,
"ITA","HHSAV","TOT","PC_HHDI","A","2006",8.30485375888115,
"ITA","HHSAV","TOT","PC_HHDI","A","2007",7.81495185544145,
"ITA","HHSAV","TOT","PC_HHDI","A","2008",7.38184543280954,
"ITA","HHSAV","TOT","PC_HHDI","A","2009",6.75976696199761,
"ITA","HHSAV","TOT","PC_HHDI","A","2010",3.93452869168328,
"ITA","HHSAV","TOT","PC_HHDI","A","2011",3.40731164852676,
"ITA","HHSAV","TOT","PC_HHDI","A","2012",1.47348924580735,
"ITA","HHSAV","TOT","PC_HHDI","A","2013",3.29318641986443,
"ITA","HHSAV","TOT","PC_HHDI","A","2014",3.69116202333907,
"ITA","HHSAV","TOT","PC_HHDI","A","2015",2.88625676146638,
"ITA","HHSAV","TOT","PC_HHDI","A","2016",3.00369470793047,
"ITA","HHSAV","TOT","PC_HHDI","A","2017",2.59856861041047,
"ITA","HHSAV","TOT","PC_HHDI","A","2018",2.52934658630379,
"ITA","HHSAV","TOT","PC_HHDI","A","2019",2.65711537601622,
"JPN","HHSAV","TOT","PC_HHDI","A","2000",8.85163157559952,
"JPN","HHSAV","TOT","PC_HHDI","A","2001",5.56350881046326,
"JPN","HHSAV","TOT","PC_HHDI","A","2002",4.90586540456714,
"JPN","HHSAV","TOT","PC_HHDI","A","2003",4.39627173889521,
"JPN","HHSAV","TOT","PC_HHDI","A","2004",3.76592714523481,
"JPN","HHSAV","TOT","PC_HHDI","A","2005",3.66310267334195,
"JPN","HHSAV","TOT","PC_HHDI","A","2006",2.73516651151974,
"JPN","HHSAV","TOT","PC_HHDI","A","2007",2.76125933186353,
"JPN","HHSAV","TOT","PC_HHDI","A","2008",2.74699893202305,
"JPN","HHSAV","TOT","PC_HHDI","A","2009",4.21024633903987,
"JPN","HHSAV","TOT","PC_HHDI","A","2010",3.92781598708915,
"JPN","HHSAV","TOT","PC_HHDI","A","2011",4.21211983306251,
"JPN","HHSAV","TOT","PC_HHDI","A","2012",2.93753916886101,
"JPN","HHSAV","TOT","PC_HHDI","A","2013",0.649770991139365,
"JPN","HHSAV","TOT","PC_HHDI","A","2014",0.076253978359854,
"JPN","HHSAV","TOT","PC_HHDI","A","2015",1.41680582319229,
"JPN","HHSAV","TOT","PC_HHDI","A","2016",3.27252630780078,
"JPN","HHSAV","TOT","PC_HHDI","A","2017",2.62020199160063,
"JPN","HHSAV","TOT","PC_HHDI","A","2018",4.28857440726586,
"LUX","HHSAV","TOT","PC_HHDI","A","2000",9.32416671781966,
"LUX","HHSAV","TOT","PC_HHDI","A","2001",10.7856955393334,
"LUX","HHSAV","TOT","PC_HHDI","A","2002",11.7148963415184,
"LUX","HHSAV","TOT","PC_HHDI","A","2003",10.8946177258656,
"LUX","HHSAV","TOT","PC_HHDI","A","2004",11.5335305306731,
"LUX","HHSAV","TOT","PC_HHDI","A","2005",10.6867852813002,
"LUX","HHSAV","TOT","PC_HHDI","A","2006",9.61901080087417,
"LUX","HHSAV","TOT","PC_HHDI","A","2007",11.2494626524955,
"LUX","HHSAV","TOT","PC_HHDI","A","2008",11.5553013290397,
"LUX","HHSAV","TOT","PC_HHDI","A","2009",12.3558981463067,
"LUX","HHSAV","TOT","PC_HHDI","A","2010",15.2982405481142,
"LUX","HHSAV","TOT","PC_HHDI","A","2011",13.0540953898749,
"LUX","HHSAV","TOT","PC_HHDI","A","2012",14.448369202384,
"LUX","HHSAV","TOT","PC_HHDI","A","2013",14.5799882056881,
"LUX","HHSAV","TOT","PC_HHDI","A","2014",15.187471120206,
"LUX","HHSAV","TOT","PC_HHDI","A","2015",15.0957866910349,
"LUX","HHSAV","TOT","PC_HHDI","A","2016",13.7151040224867,
"LUX","HHSAV","TOT","PC_HHDI","A","2017",16.0958239878256,
"LUX","HHSAV","TOT","PC_HHDI","A","2018",16.0430782868648,
"MEX","HHSAV","TOT","PC_HHDI","A","2003",5.0995835075924,
"MEX","HHSAV","TOT","PC_HHDI","A","2004",5.84632418067207,
"MEX","HHSAV","TOT","PC_HHDI","A","2005",5.98157393996952,
"MEX","HHSAV","TOT","PC_HHDI","A","2006",7.7498466378811,
"MEX","HHSAV","TOT","PC_HHDI","A","2007",6.87721085483184,
"MEX","HHSAV","TOT","PC_HHDI","A","2008",7.0406559660014,
"MEX","HHSAV","TOT","PC_HHDI","A","2009",15.0682463664466,
"MEX","HHSAV","TOT","PC_HHDI","A","2010",14.5361786720013,
"MEX","HHSAV","TOT","PC_HHDI","A","2011",15.7487279339555,
"MEX","HHSAV","TOT","PC_HHDI","A","2012",14.6475257393772,
"MEX","HHSAV","TOT","PC_HHDI","A","2013",12.2279474070302,
"MEX","HHSAV","TOT","PC_HHDI","A","2014",14.1841155817295,
"MEX","HHSAV","TOT","PC_HHDI","A","2015",15.1425251735593,
"MEX","HHSAV","TOT","PC_HHDI","A","2016",13.8440378797171,
"MEX","HHSAV","TOT","PC_HHDI","A","2017",12.9767850546757,
"MEX","HHSAV","TOT","PC_HHDI","A","2018",10.8230735026957,
"NLD","HHSAV","TOT","PC_HHDI","A","2000",4.00850647268308,
"NLD","HHSAV","TOT","PC_HHDI","A","2001",5.01587402248919,
"NLD","HHSAV","TOT","PC_HHDI","A","2002",5.13105765628725,
"NLD","HHSAV","TOT","PC_HHDI","A","2003",4.65320521885397,
"NLD","HHSAV","TOT","PC_HHDI","A","2004",4.27348863756938,
"NLD","HHSAV","TOT","PC_HHDI","A","2005",2.4885671699167,
"NLD","HHSAV","TOT","PC_HHDI","A","2006",1.79334844995319,
"NLD","HHSAV","TOT","PC_HHDI","A","2007",1.75447009659519,
"NLD","HHSAV","TOT","PC_HHDI","A","2008",3.62900332074192,
"NLD","HHSAV","TOT","PC_HHDI","A","2009",7.49273470075391,
"NLD","HHSAV","TOT","PC_HHDI","A","2010",5.74132717291145,
"NLD","HHSAV","TOT","PC_HHDI","A","2011",6.6351486098398,
"NLD","HHSAV","TOT","PC_HHDI","A","2012",8.29622497693264,
"NLD","HHSAV","TOT","PC_HHDI","A","2013",8.55213095593204,
"NLD","HHSAV","TOT","PC_HHDI","A","2014",9.86351125950637,
"NLD","HHSAV","TOT","PC_HHDI","A","2015",9.5484347853923,
"NLD","HHSAV","TOT","PC_HHDI","A","2016",10.2536142371553,
"NLD","HHSAV","TOT","PC_HHDI","A","2017",8.78682895422632,
"NLD","HHSAV","TOT","PC_HHDI","A","2018",9.11654985604887,
"NLD","HHSAV","TOT","PC_HHDI","A","2019",10.0066719602625,"E"
"NZL","HHSAV","TOT","PC_HHDI","A","2000",-2.37423259332538,
"NZL","HHSAV","TOT","PC_HHDI","A","2001",-1.19728303550516,
"NZL","HHSAV","TOT","PC_HHDI","A","2002",-6.20011188582188,
"NZL","HHSAV","TOT","PC_HHDI","A","2003",-3.7995871929118,
"NZL","HHSAV","TOT","PC_HHDI","A","2004",-3.3805141077488,
"NZL","HHSAV","TOT","PC_HHDI","A","2005",-5.33841860051372,
"NZL","HHSAV","TOT","PC_HHDI","A","2006",-3.42705057853957,
"NZL","HHSAV","TOT","PC_HHDI","A","2007",0.206432895360839,
"NZL","HHSAV","TOT","PC_HHDI","A","2008",-1.64930555555556,
"NZL","HHSAV","TOT","PC_HHDI","A","2009",1.5835722404112,
"NZL","HHSAV","TOT","PC_HHDI","A","2010",2.19142583516422,
"NZL","HHSAV","TOT","PC_HHDI","A","2011",2.58788173152814,
"NZL","HHSAV","TOT","PC_HHDI","A","2012",1.01983088307398,
"NZL","HHSAV","TOT","PC_HHDI","A","2013",0.635515629375902,
"NZL","HHSAV","TOT","PC_HHDI","A","2014",-0.639626235799602,
"NZL","HHSAV","TOT","PC_HHDI","A","2015",-0.239988800522642,
"NZL","HHSAV","TOT","PC_HHDI","A","2016",0.015444206260463,
"NZL","HHSAV","TOT","PC_HHDI","A","2017",0.065928423902263,
"NZL","HHSAV","TOT","PC_HHDI","A","2018",-0.319949350774153,"E"
"NOR","HHSAV","TOT","PC_HHDI","A","2000",4.30386636243746,
"NOR","HHSAV","TOT","PC_HHDI","A","2001",3.09090829908588,
"NOR","HHSAV","TOT","PC_HHDI","A","2002",8.20873540001525,
"NOR","HHSAV","TOT","PC_HHDI","A","2003",8.80146654174633,
"NOR","HHSAV","TOT","PC_HHDI","A","2004",6.93261553279852,
"NOR","HHSAV","TOT","PC_HHDI","A","2005",9.68982811510932,
"NOR","HHSAV","TOT","PC_HHDI","A","2006",-0.424791713578023,
"NOR","HHSAV","TOT","PC_HHDI","A","2007",0.939591444854844,
"NOR","HHSAV","TOT","PC_HHDI","A","2008",3.75815705001837,
"NOR","HHSAV","TOT","PC_HHDI","A","2009",5.22172757481221,
"NOR","HHSAV","TOT","PC_HHDI","A","2010",4.01956058431021,
"NOR","HHSAV","TOT","PC_HHDI","A","2011",5.87246483039183,
"NOR","HHSAV","TOT","PC_HHDI","A","2012",7.12328334524152,
"NOR","HHSAV","TOT","PC_HHDI","A","2013",7.41511614737677,
"NOR","HHSAV","TOT","PC_HHDI","A","2014",8.20688746157107,
"NOR","HHSAV","TOT","PC_HHDI","A","2015",10.3378319305022,
"NOR","HHSAV","TOT","PC_HHDI","A","2016",7.25151490477179,
"NOR","HHSAV","TOT","PC_HHDI","A","2017",6.72469422405254,
"NOR","HHSAV","TOT","PC_HHDI","A","2018",6.51500283889413,
"POL","HHSAV","TOT","PC_HHDI","A","2000",10.9560965557294,
"POL","HHSAV","TOT","PC_HHDI","A","2001",12.2828892451374,
"POL","HHSAV","TOT","PC_HHDI","A","2002",8.86840771693499,
"POL","HHSAV","TOT","PC_HHDI","A","2003",7.82068518695691,
"POL","HHSAV","TOT","PC_HHDI","A","2004",2.72931368344445,
"POL","HHSAV","TOT","PC_HHDI","A","2005",2.1655634550952,
"POL","HHSAV","TOT","PC_HHDI","A","2006",2.03169088587404,
"POL","HHSAV","TOT","PC_HHDI","A","2007",2.05095192439392,
"POL","HHSAV","TOT","PC_HHDI","A","2008",0.296018370957825,
"POL","HHSAV","TOT","PC_HHDI","A","2009",2.82077616774222,
"POL","HHSAV","TOT","PC_HHDI","A","2010",2.3924704643433,
"POL","HHSAV","TOT","PC_HHDI","A","2011",-1.07789722926885,
"POL","HHSAV","TOT","PC_HHDI","A","2012",-1.09636206673982,
"POL","HHSAV","TOT","PC_HHDI","A","2013",-0.057772422240103,
"POL","HHSAV","TOT","PC_HHDI","A","2014",-0.351500851298716,
"POL","HHSAV","TOT","PC_HHDI","A","2015",-0.432299228241767,
"POL","HHSAV","TOT","PC_HHDI","A","2016",1.4670761141359,
"POL","HHSAV","TOT","PC_HHDI","A","2017",0.309083284927185,
"POL","HHSAV","TOT","PC_HHDI","A","2018",-0.955625283091146,"E"
"PRT","HHSAV","TOT","PC_HHDI","A","2000",6.08353163473617,
"PRT","HHSAV","TOT","PC_HHDI","A","2001",6.38331816187255,
"PRT","HHSAV","TOT","PC_HHDI","A","2002",6.21946347963726,
"PRT","HHSAV","TOT","PC_HHDI","A","2003",5.61122172139326,
"PRT","HHSAV","TOT","PC_HHDI","A","2004",4.07102849512569,
"PRT","HHSAV","TOT","PC_HHDI","A","2005",2.76420371094835,
"PRT","HHSAV","TOT","PC_HHDI","A","2006",0.835053617769783,
"PRT","HHSAV","TOT","PC_HHDI","A","2007",-0.39922291804216,
"PRT","HHSAV","TOT","PC_HHDI","A","2008",-0.869490690387154,
"PRT","HHSAV","TOT","PC_HHDI","A","2009",4.06774259251874,
"PRT","HHSAV","TOT","PC_HHDI","A","2010",1.57231144372316,
"PRT","HHSAV","TOT","PC_HHDI","A","2011",0.607412319913274,
"PRT","HHSAV","TOT","PC_HHDI","A","2012",2.06846263787415,
"PRT","HHSAV","TOT","PC_HHDI","A","2013",1.64529912532667,
"PRT","HHSAV","TOT","PC_HHDI","A","2014",-1.41759032276979,
"PRT","HHSAV","TOT","PC_HHDI","A","2015",-1.19186938909014,
"PRT","HHSAV","TOT","PC_HHDI","A","2016",-1.30554464616626,
"PRT","HHSAV","TOT","PC_HHDI","A","2017",-2.24142170232875,
"PRT","HHSAV","TOT","PC_HHDI","A","2018",-2.20511900204,"E"
"PRT","HHSAV","TOT","PC_HHDI","A","2019",-2.02660343554193,"E"
"SVK","HHSAV","TOT","PC_HHDI","A","2000",4.57853205209339,
"SVK","HHSAV","TOT","PC_HHDI","A","2001",2.43734333421161,
"SVK","HHSAV","TOT","PC_HHDI","A","2002",1.55104549955876,
"SVK","HHSAV","TOT","PC_HHDI","A","2003",0.842879125089262,
"SVK","HHSAV","TOT","PC_HHDI","A","2004",0.356736569131661,
"SVK","HHSAV","TOT","PC_HHDI","A","2005",0.8148934425919,
"SVK","HHSAV","TOT","PC_HHDI","A","2006",0.308470739092077,
"SVK","HHSAV","TOT","PC_HHDI","A","2007",1.04528072334458,
"SVK","HHSAV","TOT","PC_HHDI","A","2008",0.236964287263504,
"SVK","HHSAV","TOT","PC_HHDI","A","2009",1.69081556895549,
"SVK","HHSAV","TOT","PC_HHDI","A","2010",2.56152532268834,
